window_episodes,metric,value,comparison,threshold,pass
100,mean_leverage_gate,0.7938605801512798,<=,0.95,True
100,fraction_at_gross_cap,0.0,<=,0.75,True
100,gate_gross_mae,7.086743911107381e-08,<=,1e-05,True
100,mean_turnover,0.5473832927354001,<=,1.0,True
100,max_position_limit_violation,0.0,<=,1e-06,True
100,mean_normalized_direction_entropy,0.8817616324385692,>=,0.7,True
100,q05_normalized_direction_entropy,0.8094644673217701,>=,0.5,True
100,mean_effective_positions,4.3432883405685425,>=,2.5,True
